UNIPROT	SYMBOL
O14617	AP3D1
O14647	CHD2
O14656	TOR1A
O14684	PTGES
O14686	KMT2D
O14732	IMPA2
O14733	MAP2K7
O14737	PDCD5
O14745	SLC9A3R1
O14787	TNPO2
O14802	POLR3A
O14828	SCAMP3
O14880	MGST3
O14907	TAX1BP3
O14908	GIPC1
O14936	CASK
O14949	UQCRQ
O14950	MYL12B
O14966	RAB29
O14979	HNRNPDL
O14981	BTAF1
O15014	ZNF609
O15027	SEC16A
O15061	SYNM
O15091	PRORP
O15118	NPC1
O15121	DEGS1
O15173	PGRMC2
O15226	NKRF
O15230	LAMA5
O15258	RER1
O15269	SPTLC1
O15355	PPM1G
O15427	SLC16A3
O15446	POLR1G
O43143	DHX15
O43150	ASAP2
O43156	TTI1
O43164	PJA2
O43167	ZBTB24
O43172	PRPF4
O43175	PHGDH
O43252	PAPSS1
O43264	ZW10
O43293	DAPK3
O43299	AP5Z1
O43379	WDR62
O43390	HNRNPR
O43395	PRPF3
O43396	TXNL1
O43399	TPD52L2
O43463	SUV39H1
O43464	HTRA2
O43474	KLF4
O43524	FOXO3
O43615	TIMM44
O43633	CHMP2A
O43653	PSCA
O43681	GET3
O43683	BUB1
O43719	HTATSF1
O43752	STX6
O43760	SYNGR2
O43765	SGTA
O43815	STRN
O43818	RRP9
O43837	IDH3B
O43920	NDUFS5
O60218	AKR1B10
O60264	SMARCA5
O60287	URB1
O60293	ZFC3H1
O60318	MCM3AP
O60341	KDM1A
O60343	TBC1D4
O60437	PPL
O60493	SNX3
O60518	RANBP6
O60547	GMDS
O60566	BUB1B
O60664	PLIN3
O60678	PRMT3
O60684	KPNA6
O60739	EIF1B
O60783	MRPS14
O60826	CCDC22
O60841	EIF5B
O60869	EDF1
O60885	BRD4
O60888	CUTA
O60930	RNASEH1
O75146	HIP1R
O75351	VPS4B
O75368	SH3BGRL
O75436	VPS26A
O75438	NDUFB1
O75494	SRSF10
O75506	HSBP1
O75525	KHDRBS3
O75528	TADA3
O75531	BANF1
O75592	MYCBP2
O75607	NPM3
O75616	ERAL1
O75629	CREG1
O75663	TIPRL
O75683	SURF6
O75691	UTP20
O75695	RP2
O75792	RNASEH2A
O75815	BCAR3
O75821	EIF3G
O75828	CBR3
O75844	ZMPSTE24
O75880	SCO1
O75886	STAM2
O75934	BCAS2
O75935	DCTN3
O75937	DNAJC8
O75940	SMNDC1
O75976	CPD
O76003	GLRX3
O76071	CIAO1
O76080	ZFAND5
O94776	MTA2
O94804	STK10
O94822	LTN1
O94864	SUPT7L
O94874	UFL1
O94880	PHF14
O94906	PRPF6
O94916	NFAT5
O94927	HAUS5
O94986	CEP152
O94992	HEXIM1
O95084	PRSS23
O95104	SCAF4
O95202	LETM1
O95218	ZRANB2
O95243	MBD4
O95295	SNAPIN
O95297	MPZL1
O95336	PGLS
O95340	PAPSS2
O95347	SMC2
O95396	MOCS3
O95400	CD2BP2
O95425	SVIL
O95429	BAG4
O95466	FMNL1
O95486	SEC24A
O95487	SEC24B
O95544	NADK
O95551	TDP2
O95563	MPC2
O95571	ETHE1
O95671	ASMTL
O95707	POP4
O95721	SNAP29
O95758	PTBP3
O95782	AP2A1
O95793	STAU1
O95801	TTC4
O95833	CLIC3
O95837	GNA14
O95900	TRUB2
O95926	SYF2
O95997	PTTG1
O96005	CLPTM1
O96008	TOMM40
O96011	PEX11B
P00367	GLUD1
P00403	MT-CO2
P00492	HPRT1
P00519	ABL1
P00966	ASS1
P01023	A2M
P01034	CST3
P04004	VTN
P04040	CAT
P04062	GBA
P04080	CSTB
P04083	ANXA1
P04181	OAT
P04183	TK1
P04259	KRT6B
P04264	KRT1
P04632	CAPNS1
P04818	TYMS
P04844	RPN2
P05141	SLC25A5
P05161	ISG15
P05187	ALPP
P05204	HMGN2
P05976	MYL1
P06280	GLA
P06703	S100A6
P06733	ENO1
P06899	H2BC11
P07108	DBI
P07199	CENPB
P07203	GPX1
P07305	H1-0
P07711	CTSL
P07814	EPRS1
P07954	FH
P08107	HSPA1A
P08107	HSPA1B
P08238	HSP90AB1
P08240	SRPRA
P08559	PDHA1
P08574	CYC1
P08579	SNRPB2
P08621	SNRNP70
P08648	ITGA5
P08754	GNAI3
P09012	SNRPA
P09234	SNRPC
P09382	LGALS1
P09525	ANXA4
P09543	CNP
P09874	PARP1
P09914	IFIT1
P0C7P4	UQCRFS1P1
P0CG12	DERPC
P10109	FDX1
P10176	COX8A
P10412	H1-4
P10599	TXN
P10606	COX5B
P10619	CTSA
P10644	PRKAR1A
P11047	LAMC1
P11182	DBT
P11216	PYGB
P11279	LAMP1
P11717	IGF2R
P12004	PCNA
P12074	COX6A1
P12235	SLC25A4
P12236	SLC25A6
P12270	TPR
P12757	SKIL
P12955	PEPD
P13056	NR2C1
P13284	IFI30
P13674	P4HA1
P13984	GTF2F2
P14174	MIF
P14314	PRKCSH
P14324	FDPS
P14550	AKR1A1
P14735	IDE
P14923	JUP
P15151	PVR
P15259	PGAM2
P15291	B4GALT1
P15328	FOLR1
P15374	UCHL3
P15407	FOSL1
P15529	CD46
P15531	NME1
P15923	TCF3
P15924	DSP
P15927	RPA2
P15941	MUC1
P16035	TIMP2
P16066	NPR1
P16144	ITGB4
P16403	H1-2
P17028	ZNF24
P17096	HMGA1
P17275	JUNB
P17480	UBTF
P17535	JUND
P17544	ATF7
P17612	PRKACA
P17655	CAPN2
P17706	PTPN2
P17844	DDX5
P17858	PFKL
P18621	RPL17
P19075	TSPAN8
P19174	PLCG1
P19388	POLR2E
P19623	SRM
P20042	EIF2S2
P20248	CCNA2
P20339	RAB5A
P20585	MSH3
P20618	PSMB1
P20908	COL5A1
P21127	CDK11B
P21399	ACO1
P21589	NT5E
P21912	SDHB
P22033	MMUT
P22087	FBL
P22466	GAL
P22626	HNRNPA2B1
P22670	RFX1
P22830	FECH
P23219	PTGS1
P23258	TUBG1
P23284	PPIB
P23434	GCSH
P23458	JAK1
P23526	AHCY
P23610	F8A1
P23610	F8A2
P23610	F8A3
P23634	ATP2B4
P23786	CPT2
P24311	COX7B
P24539	ATP5PB
P24928	POLR2A
P25205	MCM3
P25391	LAMA1
P25398	RPS12
P25685	DNAJB1
P25705	ATP5F1A
P25815	S100P
P26196	DDX6
P26358	DNMT1
P26368	U2AF2
P26374	CHML
P26447	S100A4
P26885	FKBP2
P27449	ATP6V0C
P28062	PSMB8
P28066	PSMA5
P28070	PSMB4
P28288	ABCD3
P28340	POLD1
P28702	RXRB
P28715	ERCC5
P29144	TPP2
P29966	MARCKS
P30038	ALDH4A1
P30041	PRDX6
P30043	BLVRB
P30044	PRDX5
P30048	PRDX3
P30049	ATP5F1D
P30050	RPL12
P30084	ECHS1
P30085	CMPK1
P30307	CDC25C
P30405	PPIF
P30520	ADSS2
P30530	AXL
P30825	SLC7A1
P31153	MAT2A
P31930	UQCRC1
P31946	YWHAB
P31947	SFN
P31949	S100A11
P32519	ELF1
P32754	HPD
P32929	CTH
P34059	GALNS
P34896	SHMT1
P34932	HSPA4
P35237	SERPINB6
P35268	RPL22
P35269	GTF2F1
P35270	SPR
P35573	AGL
P35754	GLRX
P35908	KRT2
P36404	ARL2
P36405	ARL3
P36871	PGM1
P37802	TAGLN2
P38117	ETFB
P38432	COIL
P38571	LIPA
P39019	RPS19
P39656	DDOST
P39880	CUX1
P40222	TXLNA
P40938	RFC3
P41134	ID1
P41214	EIF2D
P41252	IARS1
P41743	PRKCI
P42025	ACTR1B
P42356	PI4KA
P42694	HELZ
P42765	ACAA2
P42858	HTT
P43121	MCAM
P43353	ALDH3B1
P43686	PSMC4
P46013	MKI67
P46100	ATRX
P46782	RPS5
P46939	UTRN
P47712	PLA2G4A
P47914	RPL29
P47974	ZFP36L2
P48147	PREP
P48163	ME1
P48507	GCLM
P48556	PSMD8
P48634	PRRC2A
P48723	HSPA13
P49006	MARCKSL1
P49189	ALDH9A1
P49207	RPL34
P49257	LMAN1
P49327	FASN
P49366	DHPS
P49427	CDC34
P49459	UBE2A
P49591	SARS1
P49711	CTCF
P49720	PSMB3
P49721	PSMB2
P49790	NUP153
P49841	GSK3B
P49902	NT5C2
P49903	SEPHS1
P49916	LIG3
P49918	CDKN1C
P50395	GDI2
P50402	EMD
P50552	VASP
P50570	DNM2
P50750	CDK9
P51153	RAB13
P51398	DAP3
P51452	DUSP3
P51511	MMP15
P51531	SMARCA2
P51570	GALK1
P51809	VAMP7
P51857	AKR1D1
P51970	NDUFA8
P52272	HNRNPM
P52292	KPNA2
P52565	ARHGDIA
P52630	STAT2
P52655	GTF2A1
P52732	KIF11
P52735	VAV2
P52758	RIDA
P52888	THOP1
P52907	CAPZA1
P53367	ARFIP1
P53582	METAP1
P53597	SUCLG1
P53611	RABGGTB
P53621	COPA
P53680	AP2S1
P53701	HCCS
P53985	SLC16A1
P54259	ATN1
P54577	YARS1
P54646	PRKAA2
P54802	NAGLU
P54886	ALDH18A1
P54920	NAPA
P55081	MFAP1
P55263	ADK
P56181	NDUFV3
P56199	ITGA1
P56381	ATP5F1E
P56385	ATP5ME
P56556	NDUFA6
P56937	HSD17B7
P57081	WDR4
P60174	TPI1
P60468	SEC61B
P60484	PTEN
P60602	ROMO1
P60903	S100A10
P60953	CDC42
P61009	SPCS3
P61024	CKS1B
P61081	UBE2M
P61106	RAB14
P61254	RPL26
P61353	RPL27
P61758	VBP1
P61962	DCAF7
P61964	WDR5
P62195	PSMC5
P62241	RPS8
P62249	RPS16
P62269	RPS18
P62273	RPS29
P62280	RPS11
P62304	SNRPE
P62314	SNRPD1
P62316	SNRPD2
P62318	SNRPD3
P62324	BTG1
P62328	TMSB4X
P62330	ARF6
P62424	RPL7A
P62633	CNBP
P62745	RHOB
P62805	H4-16
P62805	H4C1
P62805	H4C11
P62805	H4C12
P62805	H4C13
P62805	H4C14
P62805	H4C15
P62805	H4C2
P62805	H4C3
P62805	H4C4
P62805	H4C5
P62805	H4C6
P62805	H4C8
P62805	H4C9
P62841	RPS15
P62851	RPS25
P62854	RPS26
P62857	RPS28
P62891	RPL39
P62906	RPL10A
P62913	RPL11
P62942	FKBP1A
P62993	GRB2
P63010	AP2B1
P63173	RPL38
P63220	RPS21
P63313	TMSB10
P67870	CSNK2B
P67936	TPM4
P68104	EEF1A1
P68402	PAFAH1B2
P78310	CXADR
P78318	IGBP1
P78346	RPP30
P78417	GSTO1
P80217	IFI35
P80723	BASP1
P81274	GPSM2
P81605	DCD
P82664	MRPS10
P82675	MRPS5
P82909	MRPS36
P82914	MRPS15
P82921	MRPS21
P82933	MRPS9
P82970	HMGN5
P83436	COG7
P84095	RHOG
P84098	RPL19
P84103	SRSF3
P85037	FOXK1
P98175	RBM10
P98179	RBM3
Q00534	CDK6
Q00535	CDK5
Q00653	NFKB2
Q01081	U2AF1
Q01105	SET
Q01130	SRSF2
Q01518	CAP1
Q01968	OCRL
Q01970	PLCB3
Q02388	COL7A1
Q02535	ID3
Q02750	MAP2K1
Q02809	PLOD1
Q02952	AKAP12
Q03518	TAP1
Q04656	ATP7A
Q04721	NOTCH2
Q04760	GLO1
Q04864	REL
Q04941	PLP2
Q05086	UBE3A
Q05639	EEF1A2
Q05932	FPGS
Q06136	KDSR
Q06587	RING1
Q06830	PRDX1
Q07021	C1QBP
Q07065	CKAP4
Q07812	BAX
Q07820	MCL1
Q07955	SRSF1
Q08117	TLE5
Q08211	DHX9
Q08378	GOLGA3
Q08379	GOLGA2
Q08722	CD47
Q08752	PPID
Q08AD1	CAMSAP2
Q08AM6	VAC14
Q08J23	NSUN2
Q09161	NCBP1
Q09472	EP300
Q0VAK7	UPF3B
Q10589	BST2
Q10713	PMPCA
Q12874	SF3A3
Q12882	DPYD
Q12905	ILF2
Q12962	TAF10
Q12980	NPRL3
Q12986	NFX1
Q13011	ECH1
Q13017	ARHGAP5
Q13042	CDC16
Q13045	FLII
Q13049	TRIM32
Q13057	COASY
Q13105	ZBTB17
Q13111	CHAF1A
Q13112	CHAF1B
Q13126	MTAP
Q13151	HNRNPA0
Q13217	DNAJC3
Q13247	SRSF6
Q13263	TRIM28
Q13347	EIF3I
Q13416	ORC2
Q13418	ILK
Q13428	TCOF1
Q13433	SLC39A6
Q13444	ADAM15
Q13459	MYO9B
Q13464	ROCK1
Q13546	RIPK1
Q13547	HDAC1
Q13601	KRR1
Q13608	PEX6
Q13617	CUL2
Q13619	CUL4A
Q13636	RAB31
Q13641	TPBG
Q13751	LAMB3
Q13867	BLMH
Q13885	TUBB2A
Q14004	CDK13
Q14011	CIRBP
Q14108	SCARB2
Q14116	IL18
Q14118	DAG1
Q14126	DSG2
Q14137	BOP1
Q14145	KEAP1
Q14146	URB2
Q14147	DHX34
Q14149	MORC3
Q14152	EIF3A
Q14166	TTLL12
Q14185	DOCK1
Q14192	FHL2
Q14197	MRPL58
Q14241	ELOA
Q14244	MAP7
Q14258	TRIM25
Q14318	FKBP8
Q14344	GNA13
Q14376	GALE
Q14432	PDE3A
Q14566	MCM6
Q14573	ITPR3
Q14653	IRF3
Q14680	MELK
Q14684	RRP1B
Q14686	NCOA6
Q14689	DIP2A
Q14690	PDCD11
Q14691	GINS1
Q14692	BMS1
Q14865	ARID5B
Q14914	PTGR1
Q14974	KPNB1
Q14978	NOLC1
Q15007	WTAP
Q15014	MORF4L2
Q15018	ABRAXAS2
Q15022	SUZ12
Q15024	EXOSC7
Q15029	EFTUD2
Q15050	RRS1
Q15054	POLD3
Q15056	EIF4H
Q15058	KIF14
Q15075	EEA1
Q15084	PDIA6
Q15126	PMVK
Q15172	PPP2R5A
Q15181	PPA1
Q15208	STK38
Q15291	RBBP5
Q15334	LLGL1
Q15361	TTF1
Q15365	PCBP1
Q15386	UBE3C
Q15397	PUM3
Q15427	SF3B4
Q15428	SF3A2
Q15526	SURF1
Q15527	SURF2
Q15532	SS18
Q15545	TAF7
Q15642	TRIP10
Q15648	MED1
Q15699	ALX1
Q15714	TSC22D1
Q15717	ELAVL1
Q15746	MYLK
Q15751	HERC1
Q15758	SLC1A5
Q15785	TOMM34
Q15813	TBCE
Q15833	STXBP2
Q15906	VPS72
Q16186	ADRM1
Q16204	CCDC6
Q16222	UAP1
Q16512	PKN1
Q16537	PPP2R5E
Q16543	CDC37
Q16610	ECM1
Q16706	MAN2A1
Q16763	UBE2S
Q16773	KYAT1
Q16777	H2AC20
Q16836	HADH
Q16854	DGUOK
Q16864	ATP6V1F
Q27J81	INF2
Q2M389	WASHC4
Q2MDF5	EXOC2
Q2T9J0	TYSND1
Q2TAL8	QRICH1
Q2TAY7	SMU1
Q32P41	TRMT5
Q3B794	STXBP5
Q3KNT7	NSUN5P1
Q3MHD2	LSM12
Q3MI07	DDX27
Q3SWU7	DDX21
Q3ZCM7	TUBB8
Q3ZCQ8	TIMM50
Q3ZCW2	LGALSL
Q49A26	GLYR1
Q49AN0	CRY2
Q49AR2	C5orf22
Q4G0N4	NADK2
Q4KMQ1	TPRN
Q4KMQ2	ANO6
Q4KWH8	PLCH1
Q4LE39	ARID4B
Q4V328	GRIPAP1
Q4VX54	DAXX
Q53EL6	PDCD4
Q53F19	NCBP3
Q53GA4	PHLDA2
Q53HL2	CDCA8
Q53LP3	SOWAHC
Q59FP8	NEO1
Q5BJF6	ODF2
Q5F1R6	DNAJC21
Q5H928	HSD17B10
Q5JR04	MOV10
Q5JRA6	MIA3
Q5JRC6	PHF6
Q5JTH9	RRP12
Q5JTQ6	CTNNAL1
Q5JTZ9	AARS2
Q5JVF3	PCID2
Q5JW53	DSN1
Q5JWT2	MED23
Q5JXJ0	MTG2
Q5JXM0	DKFZp564C0482
Q5JXR5	ZNFX1
Q5JY17	NCOA5
Q5JY65	CRNKL1
Q5JY83	RBMX2
Q5JZB7	SPIN2B
Q5K4L6	SLC27A3
Q5M775	SPECC1
Q5MIZ7	PPP4R3B
Q5QPA5	MRPS18A
Q5QPE1	SEC23B
Q5QPE4	SNX5
Q5QPE7	MGME1
Q5RKV6	EXOSC6
Q5SWX8	ODR4
Q5SY16	NOL9
Q5SYF9	HAUS6
Q5SZ59	OTUD7B
Q5SZF2	PRUNE1
Q5SZR1	MRPL9
Q5T035	C9orf129
Q5T0G3	LRRC1
Q5T0N5	FNBP1L
Q5T123	SH3BGRL3
Q5T1J5	CHCHD2P9
Q5T1M5	FKBP15
Q5T1S4	RABEPK
Q5T200	ZC3H13
Q5T280	SPOUT1
Q5T2T1	MPP7
Q5T2Z0	PSRC1
Q5T3I3	NAXE
Q5T3J3	LRIF1
Q5T3Q7	HEATR1
Q5T3R7	GTPBP4
Q5T447	HECTD3
Q5T5Y3	CAMSAP1
Q5T6V5	C9orf64
Q5T6Z8	TMEM59
Q5T795	MDN1
Q5T7F5	CMTR1
Q5T7Y7	CHTOP
Q5T851	MTPAP
Q5T8A0	MRPS2
Q5T8D1	YME1L1
Q5T8I3	FAM102B
Q5T8I9	HENMT1
Q5T8P6	RBM26
Q5T911	MED4
Q5T9A4	ATAD3B
Q5T9P7	PRPF18
Q5T9Q5	SUCLA2
Q5TAP6	UTP14C
Q5TAQ0	UQCC2
Q5TB53	TM9SF3
Q5TBG5	PSMB7
Q5TBP9	LSM14B
Q5TBR0	NANS
Q5TDF0	NTPCR
Q5TF96	NCOA7
Q5TG36	DMAP1
Q5TG59	EMC1
Q5TGM0	VTA1
Q5THJ4	VPS13D
Q5UCC4	EMC10
Q5VSL9	STRIP1
Q5VT52	RPRD2
Q5VT79	ANXA8L1
Q5VTI5	PLEKHA6
Q5VTL8	PRPF38B
Q5VV42	CDKAL1
Q5VVQ1	TSNAX
Q5VW36	FOCAD
Q5VW52	GPAM
Q5VWN6	TASOR2
Q5VWQ0	RSBN1
Q5VXM9	RPF2
Q5VYS8	TUT7
Q5VYW8	RCL1
Q5VZK9	CARMIL1
Q5VZM0	RRAGB
Q5W010	RBM17
Q5ZPR3	CD276
Q63ZY3	KANK2
Q659C9	DKFZp434L1715
Q66K74	MAP1S
Q68D06	SLFN13
Q68D10	SPTY2D1
Q68E01	INTS3
Q69YN2	CWF19L1
Q6DCA0	AMMECR1L
Q6DKI1	RPL7L1
Q6DKJ4	NXN
Q6IAN0	DHRS7B
Q6IQ49	SDE2
Q6KC79	NIPBL
Q6KCM7	SLC25A25
Q6NUK1	SLC25A24
Q6NUQ1	RINT1
Q6NW34	NEPRO
Q6NX52	ARHGEF1
Q6NYC8	PPP1R18
Q6NZY4	ZCCHC8
Q6P1K2	PMF1
Q6P1L8	MRPL14
Q6P1M0	SLC27A4
Q6P1M3	LLGL2
Q6P1N0	CC2D1A
Q6P1Q9	METTL2B
Q6P2C8	MED27
Q6P2H3	CEP85
Q6P4E1	GOLM2
Q6P5Z2	PKN3
Q6P9B9	INTS5
Q6PCD5	RFWD3
Q6PDA5	WDR3
Q6PI48	DARS2
Q6PIJ6	FBXO38
Q6PL18	ATAD2
Q6Q0C0	TRAF7
Q6T4R5	NHS
Q6UN15	FIP1L1
Q6UVK1	CSPG4
Q6UW63	POGLUT2
Q6UWE0	LRSAM1
Q6UXN9	WDR82
Q6UXV4	APOOL
Q6WKZ4	RAB11FIP1
Q6Y1H2	HACD2
Q6YHK3	CD109
Q6ZN55	ZNF574
Q6ZNB6	NFXL1
Q6ZRS2	SRCAP
Q6ZRV2	FAM83H
Q6ZSZ5	ARHGEF18
Q6ZW31	SYDE1
Q709C8	VPS13C
Q70CQ2	USP34
Q70UQ0	IKBIP
Q712K3	UBE2R2
Q765P7	MTSS2
Q7KZ85	SUPT6H
Q7L2J0	MEPCE
Q7L775	EPM2AIP1
Q7L7V1	DHX32
Q7L8L6	FASTKD5
Q7LBR1	CHMP1B
Q7Z2T5	TRMT1L
Q7Z2Z2	EFL1
Q7Z333	SETX
Q7Z350	DKFZp686L0695
Q7Z3B4	NUP54
Q7Z3T8	ZFYVE16
Q7Z406	MYH14
Q7Z417	NUFIP2
Q7Z478	DHX29
Q7Z4Q2	HEATR3
Q7Z4V5	HDGFL2
Q7Z4W1	DCXR
Q7Z569	BRAP
Q7Z5K2	WAPL
Q7Z5L9	IRF2BP2
Q7Z7F0	KHDC4
Q7Z7H8	MRPL10
Q7Z7L7	ZER1
Q86SX6	GLRX5
Q86T24	ZBTB33
Q86TB9	PATL1
Q86TC9	MYPN
Q86TI2	DPP9
Q86U90	YRDC
Q86UD0	SAPCD2
Q86UE8	TLK2
Q86UU0	BCL9L
Q86UY6	NAA40
Q86VS8	HOOK3
Q86W42	THOC6
Q86W56	PARG
Q86WJ1	CHD1L
Q86X27	RALGPS2
Q86X55	CARM1
Q86XP3	DDX42
Q86Y39	NDUFA11
Q86Y91	KIF18B
Q86YT6	MIB1
Q86YV9	HPS6
Q8IU81	IRF2BP1
Q8IUR0	TRAPPC5
Q8IVF2	AHNAK2
Q8IVM0	CCDC50
Q8IVS2	MCAT
Q8IVT2	MISP
Q8IWA5	SLC44A2
Q8IWC1	MAP7D3
Q8IWF2	FOXRED2
Q8IWT6	LRRC8A
Q8IWV8	UBR2
Q8IWX8	CHERP
Q8IWZ8	SUGP1
Q8IX01	SUGP2
Q8IX90	SKA3
Q8IXH7	NELFCD
Q8IXM3	MRPL41
Q8IXQ3	C9orf40
Q8IY18	SMC5
Q8IY22	CMIP
Q8IY47	KBTBD2
Q8IY81	FTSJ3
Q8IYB5	SMAP1
Q8IYI6	EXOC8
Q8IYR2	SMYD4
Q8IYT4	KATNAL2
Q8IYU8	MICU2
Q8IZ21	PHACTR4
Q8IZ73	RPUSD2
Q8IZP0	ABI1
Q8IZP9	ADGRG2
Q8IZT6	ASPM
Q8IZW8	TNS4
Q8N0X7	SPART
Q8N1G4	LRRC47
Q8N2G8	GHDC
Q8N2W9	PIAS4
Q8N302	AGGF1
Q8N3V7	SYNPO
Q8N3X1	FNBP4
Q8N556	AFAP1
Q8N5A5	ZGPAT
Q8N5K1	CISD2
Q8N5N7	MRPL50
Q8N5S9	CAMKK1
Q8N6M0	OTUD6B
Q8N726	CDKN2A
Q8N8A6	DDX51
Q8N8D1	PDCD7
Q8N8S7	ENAH
Q8N954	GPATCH11
Q8N999	C12orf29
Q8NAF0	ZNF579
Q8NAV1	PRPF38A
Q8NB46	ANKRD52
Q8NB90	SPATA5
Q8NBJ5	COLGALT1
Q8NBT2	SPC24
Q8NC51	SERBP1
Q8NC60	NOA1
Q8NCF5	NFATC2IP
Q8NCM8	DYNC2H1
Q8NCN4	RNF169
Q8ND04	SMG8
Q8NDC0	MAPK1IP1L
Q8NDT2	RBM15B
Q8NDV3	SMC1B
Q8NDV7	TNRC6A
Q8NE86	MCU
Q8NEF9	SRFBP1
Q8NF37	LPCAT1
Q8NFA0	USP32
Q8NFQ8	TOR1AIP2
Q8NHP8	PLBD2
Q8NI36	WDR36
Q8NI77	KIF18A
Q8TAE8	GADD45GIP1
Q8TB03	CXorf38
Q8TCT9	HM13
Q8TD16	BICD2
Q8TDB6	DTX3L
Q8TDN6	BRIX1
Q8TDY2	RB1CC1
Q8TEM1	NUP210
Q8TEQ6	GEMIN5
Q8TF01	PNISR
Q8TF72	SHROOM3
Q8WTT2	NOC3L
Q8WU10	PYROXD1
Q8WU76	SCFD2
Q8WUA2	PPIL4
Q8WUF5	PPP1R13L
Q8WUK0	PTPMT1
Q8WUQ7	CACTIN
Q8WUX2	CHAC2
Q8WV24	PHLDA1
Q8WVC0	LEO1
Q8WVM0	TFB1M
Q8WW12	PCNP
Q8WWH5	TRUB1
Q8WWI5	SLC44A1
Q8WWQ0	PHIP
Q8WX92	NELFB
Q8WXE0	CASKIN2
Q8WXF1	PSPC1
Q8WXI9	GATAD2B
Q8WXW3	PIBF1
Q8WXX5	DNAJC9
Q8WY91	THAP4
Q8WYB5	KAT6B
Q8WZ42	TTN
Q8WZA9	IRGQ
Q92466	DDB2
Q92499	DDX1
Q92503	SEC14L1
Q92506	HSD17B8
Q92526	CCT6B
Q92538	GBF1
Q92544	TM9SF4
Q92616	GCN1
Q92621	NUP205
Q92665	MRPS31
Q92674	CENPI
Q92733	PRCC
Q92754	TFAP2C
Q92797	SYMPK
Q92804	TAF15
Q92817	EVPL
Q92820	GGH
Q92845	KIFAP3
Q92882	OSTF1
Q92887	ABCC2
Q92900	UPF1
Q92917	GPKOW
Q92945	KHSRP
Q969E2	SCAMP4
Q969H6	POP5
Q969H8	MYDGF
Q969S3	ZNF622
Q969U7	PSMG2
Q969V3	NCLN
Q969X5	ERGIC1
Q96A33	CCDC47
Q96A35	MRPL24
Q96A49	SYAP1
Q96AB3	ISOC2
Q96AD5	PNPLA2
Q96AE7	TTC17
Q96AH0	NABP1
Q96AP0	ACD
Q96B70	LENG9
Q96BF6	NACC2
Q96BN2	TADA1
Q96BQ5	CCDC127
Q96BR5	COA7
Q96BW5	PTER
Q96BY7	ATG2B
Q96C12	ARMC5
Q96C36	PYCR2
Q96C86	DCPS
Q96C92	ENTR1
Q96CB9	NSUN4
Q96CS2	HAUS1
Q96CT7	CCDC124
Q96CV9	OPTN
Q96CW5	TUBGCP3
Q96DE5	ANAPC16
Q96DG6	CMBL
Q96DI7	SNRNP40
Q96DV4	MRPL38
Q96DZ1	ERLEC1
Q96E11	MRRF
Q96EE3	SEH1L
Q96EH3	MALSU1
Q96EK5	KIFBP
Q96EN8	MOCOS
Q96EP5	DAZAP1
Q96EX3	WDR34
Q96FJ0	STAMBPL1
Q96FQ6	S100A16
Q96FV9	THOC1
Q96G46	DUS3L
Q96GA3	LTV1
Q96GD4	AURKB
Q96GM8	TOE1
Q96GX5	MASTL
Q96HA7	TONSL
Q96HE9	PRR11
Q96I24	FUBP3
Q96I51	RCC1L
Q96IF1	AJUBA
Q96IP4	TENT5A
Q96IR7	HPDL
Q96IX5	ATP5MD
Q96J02	ITCH
Q96JB5	CDK5RAP3
Q96JC1	VPS39
Q96JH7	VCPIP1
Q96JM3	CHAMP1
Q96JP5	ZFP91
Q96K76	USP47
Q96KP4	CNDP2
Q96LJ7	DHRS1
Q96M27	PRRC1
Q96MG7	NSMCE3
Q96MU7	YTHDC1
Q96N66	MBOAT7
Q96N67	DOCK7
Q96ND0	FAM210A
Q96P16	RPRD1A
Q96P70	IPO9
Q96PU5	NEDD4L
Q96QC0	PPP1R10
Q96QD5	DEPDC7
Q96QK1	VPS35
Q96QR8	PURB
Q96QW7	CRYBG1
Q96RL7	VPS13A
Q96RR5	TPX2
Q96RS0	TGS1
Q96RS6	NUDCD1
Q96RT8	TUBGCP5
Q96S52	PIGS
Q96S59	RANBP9
Q96SK2	TMEM209
Q96ST2	IWS1
Q96SW2	CRBN
Q96T37	RBM15
Q96TA1	NIBAN2
Q99426	TBCB
Q99459	CDC5L
Q99497	PARK7
Q99523	SORT1
Q99569	PKP4
Q99583	MNT
Q99584	S100A13
Q99615	DNAJC7
Q99650	OSMR
Q99708	RBBP8
Q99720	SIGMAR1
Q99741	CDC6
Q99747	NAPG
Q99805	TM9SF2
Q99828	CIB1
Q99871	HAUS7
Q99942	RNF5
Q99961	SH3GL1
Q9BPX5	ARPC5L
Q9BPZ7	MAPKAP1
Q9BQ39	DDX50
Q9BQ48	MRPL34
Q9BQ61	TRIR
Q9BQ67	GRWD1
Q9BQ69	MACROD1
Q9BQ95	ECSIT
Q9BQE5	APOL2
Q9BQS8	FYCO1
Q9BR61	ACBD6
Q9BR77	CCDC77
Q9BRF8	CPPED1
Q9BRJ2	MRPL45
Q9BRP8	PYM1
Q9BRQ8	AIFM2
Q9BRS2	RIOK1
Q9BRT6	LLPH
Q9BRX2	PELO
Q9BRX5	GINS3
Q9BS26	ERP44
Q9BS40	LXN
Q9BSE5	AGMAT
Q9BT09	CNPY3
Q9BTC0	DIDO1
Q9BTD8	RBM42
Q9BTE3	MCMBP
Q9BTM9	URM1
Q9BTT4	MED10
Q9BTV4	TMEM43
Q9BTY2	FUCA2
